Time Deltas	Message	Detail	Time (secs)
T3	______[0xB062] LTE MAC RACH attempt	Success	1.6e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000248
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370405494)	4.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00025
T3	______[0xB062] LTE MAC RACH attempt	Success	1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000146
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 63813476068	3.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00538
T3	______[0xB062] LTE MAC RACH attempt	Success	1.5e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000353
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370406367)	7.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000521
T3	______[0xB062] LTE MAC RACH attempt	Success	1.8e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000271
